lat,long,dan,vi,travel_time_dan,travel_time_vi,distance_dan,distance_vi,mins_dan,mins_vi,location
51.48965517241379,-0.1769230769230769,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['1 Lecky St, Kensington, London SW7 3QP, UK'], 'rows': [{'elements': [{'distance': {'text': '6.1 km', 'value': 6113}, 'duration': {'text': '35 mins', 'value': 2106}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['1 Lecky St, Kensington, London SW7 3QP, UK'], 'rows': [{'elements': [{'distance': {'text': '13.3 km', 'value': 13295}, 'duration': {'text': '46 mins', 'value': 2748}, 'status': 'OK'}]}], 'status': 'OK'}",35 mins,46 mins,6.1 km,13.3 km,35,46,"1 Lecky St, Kensington, London SW7 3QP, UK"
51.48965517241379,-0.16666666666666666,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['33 Godfrey St, Chelsea, London SW3 3SX, UK'], 'rows': [{'elements': [{'distance': {'text': '6.7 km', 'value': 6674}, 'duration': {'text': '36 mins', 'value': 2143}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['33 Godfrey St, Chelsea, London SW3 3SX, UK'], 'rows': [{'elements': [{'distance': {'text': '13.2 km', 'value': 13238}, 'duration': {'text': '45 mins', 'value': 2710}, 'status': 'OK'}]}], 'status': 'OK'}",36 mins,45 mins,6.7 km,13.2 km,36,45,"33 Godfrey St, Chelsea, London SW3 3SX, UK"
51.48965517241379,-0.1564102564102564,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['5 Sloane Ct E, Chelsea, London SW3 4TQ, UK'], 'rows': [{'elements': [{'distance': {'text': '7.4 km', 'value': 7404}, 'duration': {'text': '33 mins', 'value': 1971}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['5 Sloane Ct E, Chelsea, London SW3 4TQ, UK'], 'rows': [{'elements': [{'distance': {'text': '11.5 km', 'value': 11496}, 'duration': {'text': '41 mins', 'value': 2441}, 'status': 'OK'}]}], 'status': 'OK'}",33 mins,41 mins,7.4 km,11.5 km,33,41,"5 Sloane Ct E, Chelsea, London SW3 4TQ, UK"
51.48965517241379,-0.14615384615384613,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['Abbots Manor, Pimlico, London SW1V 4LP, UK'], 'rows': [{'elements': [{'distance': {'text': '10.5 km', 'value': 10477}, 'duration': {'text': '49 mins', 'value': 2911}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['Abbots Manor, Pimlico, London SW1V 4LP, UK'], 'rows': [{'elements': [{'distance': {'text': '11.1 km', 'value': 11111}, 'duration': {'text': '37 mins', 'value': 2199}, 'status': 'OK'}]}], 'status': 'OK'}",49 mins,37 mins,10.5 km,11.1 km,49,37,"Abbots Manor, Pimlico, London SW1V 4LP, UK"
51.48965517241379,-0.1358974358974359,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['28 Moreton St, Pimlico, London SW1V 2PE, UK'], 'rows': [{'elements': [{'distance': {'text': '10.8 km', 'value': 10768}, 'duration': {'text': '36 mins', 'value': 2173}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['28 Moreton St, Pimlico, London SW1V 2PE, UK'], 'rows': [{'elements': [{'distance': {'text': '12.7 km', 'value': 12672}, 'duration': {'text': '43 mins', 'value': 2557}, 'status': 'OK'}]}], 'status': 'OK'}",36 mins,43 mins,10.8 km,12.7 km,36,43,"28 Moreton St, Pimlico, London SW1V 2PE, UK"
51.48965517241379,-0.12564102564102564,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['45 Millbank, Westminster, London SW1P 4RQ, UK'], 'rows': [{'elements': [{'distance': {'text': '11.2 km', 'value': 11150}, 'duration': {'text': '47 mins', 'value': 2846}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['45 Millbank, Westminster, London SW1P 4RQ, UK'], 'rows': [{'elements': [{'distance': {'text': '9.6 km', 'value': 9592}, 'duration': {'text': '34 mins', 'value': 2043}, 'status': 'OK'}]}], 'status': 'OK'}",47 mins,34 mins,11.2 km,9.6 km,47,34,"45 Millbank, Westminster, London SW1P 4RQ, UK"
51.48965517241379,-0.11538461538461536,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['Woodstock Court, Newburn St, Lambeth, London SE11 5NF, UK'], 'rows': [{'elements': [{'distance': {'text': '12.3 km', 'value': 12321}, 'duration': {'text': '45 mins', 'value': 2728}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['Woodstock Court, Newburn St, Lambeth, London SE11 5NF, UK'], 'rows': [{'elements': [{'distance': {'text': '10.2 km', 'value': 10242}, 'duration': {'text': '27 mins', 'value': 1634}, 'status': 'OK'}]}], 'status': 'OK'}",45 mins,27 mins,12.3 km,10.2 km,45,27,"Woodstock Court, Newburn St, Lambeth, London SE11 5NF, UK"
51.48965517241379,-0.10512820512820512,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['38-40 Kennington Park Rd, London SE11 4RS, UK'], 'rows': [{'elements': [{'distance': {'text': '11.7 km', 'value': 11745}, 'duration': {'text': '1 hour 8 mins', 'value': 4056}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['38-40 Kennington Park Rd, London SE11 4RS, UK'], 'rows': [{'elements': [{'distance': {'text': '9.6 km', 'value': 9596}, 'duration': {'text': '28 mins', 'value': 1657}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 8 mins,28 mins,11.7 km,9.6 km,68,28,"38-40 Kennington Park Rd, London SE11 4RS, UK"
51.48965517241379,-0.09487179487179487,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['6 Browning St, London SE17 1DA, UK'], 'rows': [{'elements': [{'distance': {'text': '12.5 km', 'value': 12496}, 'duration': {'text': '1 hour 0 mins', 'value': 3625}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['6 Browning St, London SE17 1DA, UK'], 'rows': [{'elements': [{'distance': {'text': '9.9 km', 'value': 9899}, 'duration': {'text': '43 mins', 'value': 2568}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 0 mins,43 mins,12.5 km,9.9 km,60,43,"6 Browning St, London SE17 1DA, UK"
51.48965517241379,-0.08461538461538459,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['253 East St, London SE17 2FS, UK'], 'rows': [{'elements': [{'distance': {'text': '13.0 km', 'value': 12979}, 'duration': {'text': '58 mins', 'value': 3496}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['253 East St, London SE17 2FS, UK'], 'rows': [{'elements': [{'distance': {'text': '8.9 km', 'value': 8874}, 'duration': {'text': '33 mins', 'value': 1957}, 'status': 'OK'}]}], 'status': 'OK'}",58 mins,33 mins,13.0 km,8.9 km,58,33,"253 East St, London SE17 2FS, UK"
51.48965517241379,-0.07435897435897434,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['31 Chaucer Dr, London SE1, UK'], 'rows': [{'elements': [{'distance': {'text': '14.4 km', 'value': 14443}, 'duration': {'text': '1 hour 3 mins', 'value': 3751}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['31 Chaucer Dr, London SE1, UK'], 'rows': [{'elements': [{'distance': {'text': '5.3 km', 'value': 5304}, 'duration': {'text': '30 mins', 'value': 1804}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 3 mins,30 mins,14.4 km,5.3 km,63,30,"31 Chaucer Dr, London SE1, UK"
51.48965517241379,-0.0641025641025641,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['237 Lynton Rd, London SE1 5DR, UK'], 'rows': [{'elements': [{'distance': {'text': '15.3 km', 'value': 15253}, 'duration': {'text': '1 hour 2 mins', 'value': 3734}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['237 Lynton Rd, London SE1 5DR, UK'], 'rows': [{'elements': [{'distance': {'text': '4.9 km', 'value': 4882}, 'duration': {'text': '25 mins', 'value': 1498}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 2 mins,25 mins,15.3 km,4.9 km,62,25,"237 Lynton Rd, London SE1 5DR, UK"
51.48965517241379,-0.05384615384615382,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['1-2 Jarrow Rd, London SE16 3JR, UK'], 'rows': [{'elements': [{'distance': {'text': '15.7 km', 'value': 15661}, 'duration': {'text': '1 hour 5 mins', 'value': 3879}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['1-2 Jarrow Rd, London SE16 3JR, UK'], 'rows': [{'elements': [{'distance': {'text': '4.1 km', 'value': 4133}, 'duration': {'text': '23 mins', 'value': 1357}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 5 mins,23 mins,15.7 km,4.1 km,65,23,"1-2 Jarrow Rd, London SE16 3JR, UK"
51.48965517241379,-0.0435897435897436,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['70 John Silkin Ln, London SE8 5BE, UK'], 'rows': [{'elements': [{'distance': {'text': '16.7 km', 'value': 16724}, 'duration': {'text': '1 hour 2 mins', 'value': 3744}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['70 John Silkin Ln, London SE8 5BE, UK'], 'rows': [{'elements': [{'distance': {'text': '4.2 km', 'value': 4212}, 'duration': {'text': '36 mins', 'value': 2138}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 2 mins,36 mins,16.7 km,4.2 km,62,36,"70 John Silkin Ln, London SE8 5BE, UK"
51.48965517241379,-0.033333333333333326,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['3 Longshore, London SE8 3DF, UK'], 'rows': [{'elements': [{'distance': {'text': '17.2 km', 'value': 17173}, 'duration': {'text': '1 hour 1 min', 'value': 3641}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['3 Longshore, London SE8 3DF, UK'], 'rows': [{'elements': [{'distance': {'text': '4.9 km', 'value': 4862}, 'duration': {'text': '32 mins', 'value': 1898}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 1 min,32 mins,17.2 km,4.9 km,61,32,"3 Longshore, London SE8 3DF, UK"
51.48965517241379,-0.02307692307692305,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['82 Mast House Terrace, Isle of Dogs, London E14 3RN, UK'], 'rows': [{'elements': [{'distance': {'text': '19.0 km', 'value': 19030}, 'duration': {'text': '1 hour 0 mins', 'value': 3599}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['82 Mast House Terrace, Isle of Dogs, London E14 3RN, UK'], 'rows': [{'elements': [{'distance': {'text': '2.8 km', 'value': 2805}, 'duration': {'text': '18 mins', 'value': 1052}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 0 mins,18 mins,19.0 km,2.8 km,60,18,"82 Mast House Terrace, Isle of Dogs, London E14 3RN, UK"
51.48965517241379,-0.01282051282051283,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['170 E Ferry Rd, Isle of Dogs, London E14 3AY, UK'], 'rows': [{'elements': [{'distance': {'text': '18.5 km', 'value': 18480}, 'duration': {'text': '57 mins', 'value': 3421}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['170 E Ferry Rd, Isle of Dogs, London E14 3AY, UK'], 'rows': [{'elements': [{'distance': {'text': '2.7 km', 'value': 2744}, 'duration': {'text': '15 mins', 'value': 885}, 'status': 'OK'}]}], 'status': 'OK'}",57 mins,15 mins,18.5 km,2.7 km,57,15,"170 E Ferry Rd, Isle of Dogs, London E14 3AY, UK"
51.48965517241379,-0.002564102564102555,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['Thames Path (NE Extension), London E14, UK'], 'rows': [{'elements': [{'distance': {'text': '19.4 km', 'value': 19398}, 'duration': {'text': '1 hour 1 min', 'value': 3633}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['Thames Path (NE Extension), London E14, UK'], 'rows': [{'elements': [{'distance': {'text': '2.9 km', 'value': 2859}, 'duration': {'text': '18 mins', 'value': 1072}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 1 min,18 mins,19.4 km,2.9 km,61,18,"Thames Path (NE Extension), London E14, UK"
51.48965517241379,0.0076923076923077205,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['Lawrence Trading Estate, Blackwall Ln, London SE10 0AR, UK'], 'rows': [{'elements': [{'distance': {'text': '20.3 km', 'value': 20314}, 'duration': {'text': '1 hour 7 mins', 'value': 4008}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['Lawrence Trading Estate, Blackwall Ln, London SE10 0AR, UK'], 'rows': [{'elements': [{'distance': {'text': '3.6 km', 'value': 3551}, 'duration': {'text': '27 mins', 'value': 1627}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 7 mins,27 mins,20.3 km,3.6 km,67,27,"Lawrence Trading Estate, Blackwall Ln, London SE10 0AR, UK"
51.48965517241379,0.01794871794871794,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['8 Peartree Way, London SE10 0GX, UK'], 'rows': [{'elements': [{'distance': {'text': '20.8 km', 'value': 20849}, 'duration': {'text': '1 hour 0 mins', 'value': 3620}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['8 Peartree Way, London SE10 0GX, UK'], 'rows': [{'elements': [{'distance': {'text': '4.0 km', 'value': 3966}, 'duration': {'text': '23 mins', 'value': 1376}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 0 mins,23 mins,20.8 km,4.0 km,60,23,"8 Peartree Way, London SE10 0GX, UK"
51.48965517241379,0.028205128205128216,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['7-11 Gallions Rd, London SE7 7SA, UK'], 'rows': [{'elements': [{'distance': {'text': '21.5 km', 'value': 21549}, 'duration': {'text': '1 hour 3 mins', 'value': 3756}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['7-11 Gallions Rd, London SE7 7SA, UK'], 'rows': [{'elements': [{'distance': {'text': '4.7 km', 'value': 4666}, 'duration': {'text': '18 mins', 'value': 1103}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 3 mins,18 mins,21.5 km,4.7 km,63,18,"7-11 Gallions Rd, London SE7 7SA, UK"
51.48965517241379,0.03846153846153849,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['602 Woolwich Rd, London SE7 8RH, UK'], 'rows': [{'elements': [{'distance': {'text': '22.3 km', 'value': 22283}, 'duration': {'text': '1 hour 5 mins', 'value': 3902}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['602 Woolwich Rd, London SE7 8RH, UK'], 'rows': [{'elements': [{'distance': {'text': '5.4 km', 'value': 5400}, 'duration': {'text': '21 mins', 'value': 1262}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 5 mins,21 mins,22.3 km,5.4 km,65,21,"602 Woolwich Rd, London SE7 8RH, UK"
51.48965517241379,0.04871794871794871,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['1 Maryon Grove, London SE7 8BY, UK'], 'rows': [{'elements': [{'distance': {'text': '23.8 km', 'value': 23774}, 'duration': {'text': '1 hour 13 mins', 'value': 4374}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['1 Maryon Grove, London SE7 8BY, UK'], 'rows': [{'elements': [{'distance': {'text': '6.8 km', 'value': 6807}, 'duration': {'text': '40 mins', 'value': 2419}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 13 mins,40 mins,23.8 km,6.8 km,73,40,"1 Maryon Grove, London SE7 8BY, UK"
51.48965517241379,0.05897435897435899,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['35 Willow Ln, Woolwich, London SE18 5TQ, UK'], 'rows': [{'elements': [{'distance': {'text': '28.5 km', 'value': 28461}, 'duration': {'text': '1 hour 17 mins', 'value': 4606}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['35 Willow Ln, Woolwich, London SE18 5TQ, UK'], 'rows': [{'elements': [{'distance': {'text': '9.9 km', 'value': 9928}, 'duration': {'text': '36 mins', 'value': 2180}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 17 mins,36 mins,28.5 km,9.9 km,77,36,"35 Willow Ln, Woolwich, London SE18 5TQ, UK"
51.48965517241379,0.06923076923076926,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['14 Vincent Rd, Woolwich, London SE18 6RF, UK'], 'rows': [{'elements': [{'distance': {'text': '24.7 km', 'value': 24681}, 'duration': {'text': '1 hour 4 mins', 'value': 3838}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['14 Vincent Rd, Woolwich, London SE18 6RF, UK'], 'rows': [{'elements': [{'distance': {'text': '9.2 km', 'value': 9153}, 'duration': {'text': '27 mins', 'value': 1592}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 4 mins,27 mins,24.7 km,9.2 km,64,27,"14 Vincent Rd, Woolwich, London SE18 6RF, UK"
51.48965517241379,0.07948717948717948,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['19 Villas Rd, London SE18, UK'], 'rows': [{'elements': [{'distance': {'text': '25.5 km', 'value': 25541}, 'duration': {'text': '1 hour 17 mins', 'value': 4592}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['19 Villas Rd, London SE18, UK'], 'rows': [{'elements': [{'distance': {'text': '10.0 km', 'value': 10007}, 'duration': {'text': '37 mins', 'value': 2240}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 17 mins,37 mins,25.5 km,10.0 km,77,37,"19 Villas Rd, London SE18, UK"
51.48965517241379,0.08974358974358976,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['67 Reidhaven Rd, London SE18, UK'], 'rows': [{'elements': [{'distance': {'text': '28.2 km', 'value': 28158}, 'duration': {'text': '1 hour 13 mins', 'value': 4388}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['67 Reidhaven Rd, London SE18, UK'], 'rows': [{'elements': [{'distance': {'text': '9.3 km', 'value': 9251}, 'duration': {'text': '39 mins', 'value': 2352}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 13 mins,39 mins,28.2 km,9.3 km,73,39,"67 Reidhaven Rd, London SE18, UK"
51.48965517241379,0.1,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['178 Marmadon Rd, London SE18 1EQ, UK'], 'rows': [{'elements': [{'distance': {'text': '27.1 km', 'value': 27126}, 'duration': {'text': '1 hour 24 mins', 'value': 5064}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['178 Marmadon Rd, London SE18 1EQ, UK'], 'rows': [{'elements': [{'distance': {'text': '11.6 km', 'value': 11598}, 'duration': {'text': '50 mins', 'value': 3013}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 24 mins,50 mins,27.1 km,11.6 km,84,50,"178 Marmadon Rd, London SE18 1EQ, UK"
51.49655172413793,-0.3,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['55 Sterling Pl, London W5 4RA, UK'], 'rows': [{'elements': [{'distance': {'text': '10.0 km', 'value': 10000}, 'duration': {'text': '50 mins', 'value': 3027}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['55 Sterling Pl, London W5 4RA, UK'], 'rows': [{'elements': [{'distance': {'text': '24.4 km', 'value': 24387}, 'duration': {'text': '1 hour 11 mins', 'value': 4266}, 'status': 'OK'}]}], 'status': 'OK'}",50 mins,1 hour 11 mins,10.0 km,24.4 km,50,71,"55 Sterling Pl, London W5 4RA, UK"
51.49655172413793,-0.2897435897435897,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['London, UK'], 'rows': [{'elements': [{'distance': {'text': '10.8 km', 'value': 10786}, 'duration': {'text': '43 mins', 'value': 2572}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['London, UK'], 'rows': [{'elements': [{'distance': {'text': '22.2 km', 'value': 22217}, 'duration': {'text': '1 hour 3 mins', 'value': 3761}, 'status': 'OK'}]}], 'status': 'OK'}",43 mins,1 hour 3 mins,10.8 km,22.2 km,43,63,"London, UK"
51.49655172413793,-0.2794871794871795,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['11 Park Pl, Chiswick, London W3, UK'], 'rows': [{'elements': [{'distance': {'text': '10.6 km', 'value': 10551}, 'duration': {'text': '40 mins', 'value': 2392}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['11 Park Pl, Chiswick, London W3, UK'], 'rows': [{'elements': [{'distance': {'text': '22.0 km', 'value': 21982}, 'duration': {'text': '1 hour 1 min', 'value': 3641}, 'status': 'OK'}]}], 'status': 'OK'}",40 mins,1 hour 1 min,10.6 km,22.0 km,40,61,"11 Park Pl, Chiswick, London W3, UK"
51.49655172413793,-0.2692307692307692,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['93 Antrobus Rd, London W4 5NQ, UK'], 'rows': [{'elements': [{'distance': {'text': '4.8 km', 'value': 4768}, 'duration': {'text': '21 mins', 'value': 1234}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['93 Antrobus Rd, London W4 5NQ, UK'], 'rows': [{'elements': [{'distance': {'text': '19.7 km', 'value': 19692}, 'duration': {'text': '1 hour 3 mins', 'value': 3773}, 'status': 'OK'}]}], 'status': 'OK'}",21 mins,1 hour 3 mins,4.8 km,19.7 km,21,63,"93 Antrobus Rd, London W4 5NQ, UK"
51.49655172413793,-0.25897435897435894,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['12 The Orchard, London W4 1JX, UK'], 'rows': [{'elements': [{'distance': {'text': '4.0 km', 'value': 4013}, 'duration': {'text': '31 mins', 'value': 1875}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['12 The Orchard, London W4 1JX, UK'], 'rows': [{'elements': [{'distance': {'text': '18.8 km', 'value': 18806}, 'duration': {'text': '55 mins', 'value': 3284}, 'status': 'OK'}]}], 'status': 'OK'}",31 mins,55 mins,4.0 km,18.8 km,31,55,"12 The Orchard, London W4 1JX, UK"
51.49655172413793,-0.24871794871794872,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['3 Welstead Way, Chiswick, London W4 1NL, UK'], 'rows': [{'elements': [{'distance': {'text': '4.7 km', 'value': 4665}, 'duration': {'text': '35 mins', 'value': 2105}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['3 Welstead Way, Chiswick, London W4 1NL, UK'], 'rows': [{'elements': [{'distance': {'text': '18.1 km', 'value': 18097}, 'duration': {'text': '52 mins', 'value': 3103}, 'status': 'OK'}]}], 'status': 'OK'}",35 mins,52 mins,4.7 km,18.1 km,35,52,"3 Welstead Way, Chiswick, London W4 1NL, UK"
