lat,long,dan,vi,travel_time_dan,travel_time_vi,distance_dan,distance_vi,mins_dan,mins_vi,location
51.56551724137931,-0.0435897435897436,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['London, UK'], 'rows': [{'elements': [{'distance': {'text': '22.9 km', 'value': 22887}, 'duration': {'text': '1 hour 5 mins', 'value': 3929}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['London, UK'], 'rows': [{'elements': [{'distance': {'text': '12.9 km', 'value': 12894}, 'duration': {'text': '49 mins', 'value': 2960}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 5 mins,49 mins,22.9 km,12.9 km,65,49,"London, UK"
51.56551724137931,-0.033333333333333326,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['Orient Way, London E10 7QU, UK'], 'rows': [{'elements': [{'distance': {'text': '22.3 km', 'value': 22291}, 'duration': {'text': '58 mins', 'value': 3491}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['Orient Way, London E10 7QU, UK'], 'rows': [{'elements': [{'distance': {'text': '13.3 km', 'value': 13336}, 'duration': {'text': '50 mins', 'value': 2994}, 'status': 'OK'}]}], 'status': 'OK'}",58 mins,50 mins,22.3 km,13.3 km,58,50,"Orient Way, London E10 7QU, UK"
51.56551724137931,-0.02307692307692305,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['3 Marsh Ln, London E10 7BL, UK'], 'rows': [{'elements': [{'distance': {'text': '21.8 km', 'value': 21848}, 'duration': {'text': '58 mins', 'value': 3490}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['3 Marsh Ln, London E10 7BL, UK'], 'rows': [{'elements': [{'distance': {'text': '11.2 km', 'value': 11205}, 'duration': {'text': '42 mins', 'value': 2492}, 'status': 'OK'}]}], 'status': 'OK'}",58 mins,42 mins,21.8 km,11.2 km,58,42,"3 Marsh Ln, London E10 7BL, UK"
51.56551724137931,-0.01282051282051283,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['26A Vicarage Rd, London E10 5EA, UK'], 'rows': [{'elements': [{'distance': {'text': '21.3 km', 'value': 21323}, 'duration': {'text': '1 hour 0 mins', 'value': 3583}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['26A Vicarage Rd, London E10 5EA, UK'], 'rows': [{'elements': [{'distance': {'text': '10.6 km', 'value': 10609}, 'duration': {'text': '41 mins', 'value': 2436}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 0 mins,41 mins,21.3 km,10.6 km,60,41,"26A Vicarage Rd, London E10 5EA, UK"
51.56551724137931,-0.002564102564102555,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['5 Jersey Rd, London E10 6QZ, UK'], 'rows': [{'elements': [{'distance': {'text': '22.6 km', 'value': 22592}, 'duration': {'text': '1 hour 1 min', 'value': 3635}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['5 Jersey Rd, London E10 6QZ, UK'], 'rows': [{'elements': [{'distance': {'text': '11.5 km', 'value': 11545}, 'duration': {'text': '35 mins', 'value': 2117}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 1 min,35 mins,22.6 km,11.5 km,61,35,"5 Jersey Rd, London E10 6QZ, UK"
51.56551724137931,0.0076923076923077205,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['28A Harold Rd, London E11 4QY, UK'], 'rows': [{'elements': [{'distance': {'text': '22.0 km', 'value': 21977}, 'duration': {'text': '53 mins', 'value': 3202}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['28A Harold Rd, London E11 4QY, UK'], 'rows': [{'elements': [{'distance': {'text': '10.9 km', 'value': 10930}, 'duration': {'text': '26 mins', 'value': 1564}, 'status': 'OK'}]}], 'status': 'OK'}",53 mins,26 mins,22.0 km,10.9 km,53,26,"28A Harold Rd, London E11 4QY, UK"
51.56551724137931,0.01794871794871794,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['61 Bushwood, London E11 3BW, UK'], 'rows': [{'elements': [{'distance': {'text': '22.4 km', 'value': 22446}, 'duration': {'text': '59 mins', 'value': 3545}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['61 Bushwood, London E11 3BW, UK'], 'rows': [{'elements': [{'distance': {'text': '11.4 km', 'value': 11399}, 'duration': {'text': '43 mins', 'value': 2568}, 'status': 'OK'}]}], 'status': 'OK'}",59 mins,43 mins,22.4 km,11.4 km,59,43,"61 Bushwood, London E11 3BW, UK"
51.56551724137931,0.028205128205128216,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['78 Woodlands Ave, London E11 3QY, UK'], 'rows': [{'elements': [{'distance': {'text': '23.6 km', 'value': 23619}, 'duration': {'text': '1 hour 2 mins', 'value': 3702}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['78 Woodlands Ave, London E11 3QY, UK'], 'rows': [{'elements': [{'distance': {'text': '10.0 km', 'value': 9952}, 'duration': {'text': '1 hour 0 mins', 'value': 3582}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 2 mins,1 hour 0 mins,23.6 km,10.0 km,62,60,"78 Woodlands Ave, London E11 3QY, UK"
51.56551724137931,0.03846153846153849,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['36 Northumberland Ave, London E12, UK'], 'rows': [{'elements': [{'distance': {'text': '25.8 km', 'value': 25785}, 'duration': {'text': '1 hour 14 mins', 'value': 4444}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['36 Northumberland Ave, London E12, UK'], 'rows': [{'elements': [{'distance': {'text': '13.8 km', 'value': 13797}, 'duration': {'text': '53 mins', 'value': 3179}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 14 mins,53 mins,25.8 km,13.8 km,74,53,"36 Northumberland Ave, London E12, UK"
51.56551724137931,0.04871794871794871,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['London, UK'], 'rows': [{'elements': [{'distance': {'text': '25.4 km', 'value': 25394}, 'duration': {'text': '1 hour 19 mins', 'value': 4730}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['London, UK'], 'rows': [{'elements': [{'distance': {'text': '12.7 km', 'value': 12737}, 'duration': {'text': '51 mins', 'value': 3059}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 19 mins,51 mins,25.4 km,12.7 km,79,51,"London, UK"
51.56551724137931,0.05897435897435899,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['40 Kensington Gardens, Ilford IG1, UK'], 'rows': [{'elements': [{'distance': {'text': '27.6 km', 'value': 27595}, 'duration': {'text': '1 hour 11 mins', 'value': 4269}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['40 Kensington Gardens, Ilford IG1, UK'], 'rows': [{'elements': [{'distance': {'text': '14.0 km', 'value': 14033}, 'duration': {'text': '44 mins', 'value': 2660}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 11 mins,44 mins,27.6 km,14.0 km,71,44,"40 Kensington Gardens, Ilford IG1, UK"
51.56551724137931,0.06923076923076926,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['5 Greenway Ct, Valentines Rd, Ilford IG1 4RZ, UK'], 'rows': [{'elements': [{'distance': {'text': '27.7 km', 'value': 27670}, 'duration': {'text': '1 hour 5 mins', 'value': 3893}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['5 Greenway Ct, Valentines Rd, Ilford IG1 4RZ, UK'], 'rows': [{'elements': [{'distance': {'text': '13.5 km', 'value': 13499}, 'duration': {'text': '40 mins', 'value': 2407}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 5 mins,40 mins,27.7 km,13.5 km,65,40,"5 Greenway Ct, Valentines Rd, Ilford IG1 4RZ, UK"
51.56551724137931,0.07948717948717948,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['201 Brisbane Rd, Ilford IG1 4HX, UK'], 'rows': [{'elements': [{'distance': {'text': '24.4 km', 'value': 24416}, 'duration': {'text': '1 hour 5 mins', 'value': 3920}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['201 Brisbane Rd, Ilford IG1 4HX, UK'], 'rows': [{'elements': [{'distance': {'text': '13.7 km', 'value': 13736}, 'duration': {'text': '43 mins', 'value': 2583}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 5 mins,43 mins,24.4 km,13.7 km,65,43,"201 Brisbane Rd, Ilford IG1 4HX, UK"
51.56551724137931,0.08974358974358976,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['51A Vicarage Ln, Ilford IG1 4AL, UK'], 'rows': [{'elements': [{'distance': {'text': '26.0 km', 'value': 25998}, 'duration': {'text': '1 hour 5 mins', 'value': 3873}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['51A Vicarage Ln, Ilford IG1 4AL, UK'], 'rows': [{'elements': [{'distance': {'text': '15.3 km', 'value': 15310}, 'duration': {'text': '41 mins', 'value': 2482}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 5 mins,41 mins,26.0 km,15.3 km,65,41,"51A Vicarage Ln, Ilford IG1 4AL, UK"
51.56551724137931,0.1,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['14 St Albans Rd, Ilford IG3 8NL, UK'], 'rows': [{'elements': [{'distance': {'text': '26.0 km', 'value': 25983}, 'duration': {'text': '1 hour 0 mins', 'value': 3629}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['14 St Albans Rd, Ilford IG3 8NL, UK'], 'rows': [{'elements': [{'distance': {'text': '14.9 km', 'value': 14913}, 'duration': {'text': '36 mins', 'value': 2178}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 0 mins,36 mins,26.0 km,14.9 km,60,36,"14 St Albans Rd, Ilford IG3 8NL, UK"
51.57241379310345,-0.3,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['71 Grasmere Ave, Wembley HA9 8TF, UK'], 'rows': [{'elements': [{'distance': {'text': '19.3 km', 'value': 19302}, 'duration': {'text': '52 mins', 'value': 3112}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['71 Grasmere Ave, Wembley HA9 8TF, UK'], 'rows': [{'elements': [{'distance': {'text': '25.9 km', 'value': 25884}, 'duration': {'text': '53 mins', 'value': 3205}, 'status': 'OK'}]}], 'status': 'OK'}",52 mins,53 mins,19.3 km,25.9 km,52,53,"71 Grasmere Ave, Wembley HA9 8TF, UK"
51.57241379310345,-0.2897435897435897,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['17 Uxendon Hill, Wembley HA9 9RU, UK'], 'rows': [{'elements': [{'distance': {'text': '19.3 km', 'value': 19285}, 'duration': {'text': '54 mins', 'value': 3263}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['17 Uxendon Hill, Wembley HA9 9RU, UK'], 'rows': [{'elements': [{'distance': {'text': '25.9 km', 'value': 25871}, 'duration': {'text': '53 mins', 'value': 3198}, 'status': 'OK'}]}], 'status': 'OK'}",54 mins,53 mins,19.3 km,25.9 km,54,53,"17 Uxendon Hill, Wembley HA9 9RU, UK"
51.57241379310345,-0.2794871794871795,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['83 Barn Hill, Wembley HA9 9LN, UK'], 'rows': [{'elements': [{'distance': {'text': '10.5 km', 'value': 10471}, 'duration': {'text': '1 hour 8 mins', 'value': 4098}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['83 Barn Hill, Wembley HA9 9LN, UK'], 'rows': [{'elements': [{'distance': {'text': '25.7 km', 'value': 25698}, 'duration': {'text': '1 hour 2 mins', 'value': 3702}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 8 mins,1 hour 2 mins,10.5 km,25.7 km,68,62,"83 Barn Hill, Wembley HA9 9LN, UK"
51.57241379310345,-0.2692307692307692,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['143 Salmon St, London NW9 8NG, UK'], 'rows': [{'elements': [{'distance': {'text': '10.1 km', 'value': 10073}, 'duration': {'text': '1 hour 4 mins', 'value': 3847}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['143 Salmon St, London NW9 8NG, UK'], 'rows': [{'elements': [{'distance': {'text': '25.3 km', 'value': 25300}, 'duration': {'text': '54 mins', 'value': 3226}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 4 mins,54 mins,10.1 km,25.3 km,64,54,"143 Salmon St, London NW9 8NG, UK"
51.57241379310345,-0.25897435897435894,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['35 Doreen Ave, London NW9, UK'], 'rows': [{'elements': [{'distance': {'text': '21.9 km', 'value': 21930}, 'duration': {'text': '53 mins', 'value': 3182}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['35 Doreen Ave, London NW9, UK'], 'rows': [{'elements': [{'distance': {'text': '26.5 km', 'value': 26504}, 'duration': {'text': '54 mins', 'value': 3265}, 'status': 'OK'}]}], 'status': 'OK'}",53 mins,54 mins,21.9 km,26.5 km,53,54,"35 Doreen Ave, London NW9, UK"
51.57241379310345,-0.24871794871794872,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['Edgware, UK'], 'rows': [{'elements': [{'distance': {'text': '19.3 km', 'value': 19276}, 'duration': {'text': '1 hour 4 mins', 'value': 3821}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['Edgware, UK'], 'rows': [{'elements': [{'distance': {'text': '23.3 km', 'value': 23280}, 'duration': {'text': '1 hour 10 mins', 'value': 4210}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 4 mins,1 hour 10 mins,19.3 km,23.3 km,64,70,"Edgware, UK"
51.57241379310345,-0.23846153846153845,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['256 Verulam Ct, Woolmead Ave, London NW9 7AZ, UK'], 'rows': [{'elements': [{'distance': {'text': '18.4 km', 'value': 18369}, 'duration': {'text': '1 hour 5 mins', 'value': 3911}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['256 Verulam Ct, Woolmead Ave, London NW9 7AZ, UK'], 'rows': [{'elements': [{'distance': {'text': '22.9 km', 'value': 22943}, 'duration': {'text': '1 hour 3 mins', 'value': 3808}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 5 mins,1 hour 3 mins,18.4 km,22.9 km,65,63,"256 Verulam Ct, Woolmead Ave, London NW9 7AZ, UK"
51.57241379310345,-0.2282051282051282,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['N Circular Rd, London NW2, UK'], 'rows': [{'elements': [{'distance': {'text': '13.5 km', 'value': 13526}, 'duration': {'text': '54 mins', 'value': 3254}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['N Circular Rd, London NW2, UK'], 'rows': [{'elements': [{'distance': {'text': '22.8 km', 'value': 22771}, 'duration': {'text': '56 mins', 'value': 3373}, 'status': 'OK'}]}], 'status': 'OK'}",54 mins,56 mins,13.5 km,22.8 km,54,56,"N Circular Rd, London NW2, UK"
51.57241379310345,-0.21794871794871795,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['1 Prayle Grove, London NW2 1AS, UK'], 'rows': [{'elements': [{'distance': {'text': '18.8 km', 'value': 18771}, 'duration': {'text': '1 hour 0 mins', 'value': 3624}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['1 Prayle Grove, London NW2 1AS, UK'], 'rows': [{'elements': [{'distance': {'text': '21.3 km', 'value': 21267}, 'duration': {'text': '54 mins', 'value': 3244}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 0 mins,54 mins,18.8 km,21.3 km,60,54,"1 Prayle Grove, London NW2 1AS, UK"
51.57241379310345,-0.20769230769230768,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['22 Wessex Gardens, London NW11 9RT, UK'], 'rows': [{'elements': [{'distance': {'text': '13.4 km', 'value': 13402}, 'duration': {'text': '31 mins', 'value': 1868}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['22 Wessex Gardens, London NW11 9RT, UK'], 'rows': [{'elements': [{'distance': {'text': '20.3 km', 'value': 20287}, 'duration': {'text': '45 mins', 'value': 2706}, 'status': 'OK'}]}], 'status': 'OK'}",31 mins,45 mins,13.4 km,20.3 km,31,45,"22 Wessex Gardens, London NW11 9RT, UK"
51.57241379310345,-0.19743589743589743,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['32 Golders Green Rd, London NW11 8LL, UK'], 'rows': [{'elements': [{'distance': {'text': '16.7 km', 'value': 16678}, 'duration': {'text': '53 mins', 'value': 3152}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['32 Golders Green Rd, London NW11 8LL, UK'], 'rows': [{'elements': [{'distance': {'text': '18.9 km', 'value': 18897}, 'duration': {'text': '45 mins', 'value': 2713}, 'status': 'OK'}]}], 'status': 'OK'}",53 mins,45 mins,16.7 km,18.9 km,53,45,"32 Golders Green Rd, London NW11 8LL, UK"
